412307456, 524533760, 503996416, 518643712, 512229376, 533245952, 524595200, 520015872, 521330688, 529096704, 495886174, 508175106, 461608435, 462386899, 490132643, 465604787, 501125742, 436630406, 454004526, 494663909, 469703143, 449128360, 517235316, 419493044, 528910682, 507310121, 450274891, 427226909, 502356798, 426008767
507924480, 513916928, 518729728, 525197312, 528003072, 532398080, 526794752, 522530816, 514445312, 523362304, 518092030, 509183513, 518874595, 518805878, 508401888, 515438122, 512530500, 511005618, 522044973, 513626160, 523208576, 530366525, 531891649, 527222317, 525803012, 525747658, 525476582, 524903960, 511370261, 522710025
388386816, 481271808, 503287808, 483094528, 521785344, 480227328, 512401408, 513273856, 489390080, 498601984, 472157617, 484830213, 427669666, 452860880, 428460383, 416817079, 428976728, 390973396, 439728294, 420242135, 409890862, 418130872, 416223378, 480191050, 515271266, 443496871, 456303057, 403683543, 459391991, 484102893
475852800, 511782912, 520626176, 514113536, 517210112, 511270912, 496652288, 492036096, 490770432, 503685120, 486762852, 484812824, 510630948, 503066656, 500455578, 495216713, 511757889, 519672976, 491070094, 490209532, 514211686, 487367101, 508606476, 486061373, 481170050, 516640913, 487567039, 512725372, 483277830, 485751486
518156288, 514797568, 489414656, 482127872, 503447552, 485437440, 491991040, 512495616, 498966528, 503705600, 488570619, 486305526, 499216900, 497913011, 492879451, 506463959, 485358796, 490140592, 500627022, 495238628, 507074282, 492189716, 515615289, 486888060, 502799140, 490386494, 504150723, 501968196, 501582485, 488097443
500498432, 492830720, 505200640, 485257216, 483127296, 490135552, 518443008, 516182016, 509599744, 494583808, 515152646, 488005920, 491885368, 490821275, 494842274, 503016042, 508919650, 487537694, 504036994, 491221354, 511584745, 495662965, 500048495, 505993941, 506904776, 494696842, 494939881, 488523927, 514544310, 495081528
460087296, 486486016, 505413632, 495800320, 520736768, 496668672, 528355328, 518991872, 508719104, 519028736, 514587390, 461009610, 468574193, 491037941, 477506120, 508635644, 505645285, 496343476, 471037962, 516331610, 500935567, 513011011, 486832239, 520037796, 520691160, 498767556, 508294330, 505818129, 471457720, 498781482
411795456, 502841344, 520089600, 497958912, 518537216, 520372224, 522268672, 500953088, 497692672, 499212288, 469896340, 440030305, 519454303, 438954435, 431058016, 428544101, 506764771, 411958467, 433497242, 448245313, 491449167, 503369152, 514705286, 494333054, 497430963, 462929407, 461911357, 465057786, 457074595, 439757228
452677632, 518176768, 521506816, 494264320, 503853056, 527081472, 505114624, 501940224, 518922240, 526057472, 499805628, 496935641, 453191912, 463114935, 473904389, 509822811, 521494531, 489937721, 496527654, 495931411, 465454715, 494632307, 471916797, 454668318, 524068344, 500655154, 519942984, 469636437, 456919119, 465124373
466481152, 520798208, 501329920, 499908608, 518410240, 502222848, 519974912, 485412864, 525443072, 526729216, 497842689, 518166298, 495543643, 515621414, 496948926, 473950811, 467014259, 497341935, 510414563, 492297998, 471056893, 518541054, 515290186, 485609308, 516449768, 519666360, 469669496, 513125546, 492344953, 506252677
443580416, 526049280, 512307200, 506019840, 517840896, 537903104, 512450560, 526233600, 509489152, 515604480, 446510087, 519372359, 464940823, 491493760, 536496295, 492256247, 529054167, 452768921, 534020582, 533173933, 498950752, 458989523, 530195425, 527747089, 454317370, 486430862, 509307260, 503326712, 489508952, 530435147
446525440, 501268480, 507265024, 490020864, 512401408, 501469184, 516337664, 509988864, 500944896, 497471488, 463424774, 465390574, 483223481, 448000411, 512860883, 477576642, 498704145, 477665374, 509847459, 447921580, 486671357, 476152287, 501266859, 473119029, 497466856, 455739681, 457867643, 474480323, 462990249, 511067553
